nome,nome_civil,partido,uf,periodo_mandato,telefones,email,data_nascimento,naturalidade,profissao,formacao,numero_mandatos,comissoes,link_perfil,fonte_dados,url_fonte,data_extracao,metodo_extracao
Fernanda Melchionna (PSOL-RS),Fernanda Melchionna,PSOL,RS,2023 - 2027,(61) 3215-5621,dep.fernandamelchionna@camara.leg.br,02/02/1984,Alegrete - RS,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204407,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Fernanda Pessoa (UNIAO-CE),"Fernanda Pessoa
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,08/06/1966,Fortaleza - CE,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220656,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Flávia Morais (PDT-GO),Flávia Morais,PDT,GO,2023 - 2027,(61) 3215-5738,dep.flaviamorais@camara.leg.br,26/04/1969,Belo Horizonte - MG,,s,4,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/160598,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Flavinha (MDB-MT),"Flavinha
                    

Não está em exercício",MDB,MT,3216 - 0000,(61) 3216-0000,,08/11/1990,Colíder - MT,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/225727,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Franciane Bayer (REPUBLICANOS-RS),Franciane Bayer,,,2023 - 2027,(61) 3215-5538,dep.francianebayer@camara.leg.br,09/10/1987,Santa Maria - RS,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220551,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Geovania de Sá (PSDB-SC),Geovania de Sá,PSDB,SC,2023 - 2027,(61) 3215-5418,dep.geovaniadesa@camara.leg.br,30/03/1972,Criciúma - SC,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178966,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Gisela Simona (UNIAO-MT),Gisela Simona,,,2023 - 2027,(61) 3215-5602,dep.giselasimona@camara.leg.br,28/04/1977,Cuiabá - MT,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/226179,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Gláucia Santiago (PL-MG),"Gláucia Santiago
                    

Não está em exercício",PL,MG,3216 - 0000,(61) 3216-0000,,20/02/1960,Itaúna - MG,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/229333,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Gleisi Hoffmann (PT-PR),"Gleisi Hoffmann
                    

Não está em exercício",PT,PR,3216 - 0000,(61) 3216-0000,,06/09/1965,Curitiba - PR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/107283,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Greyce Elias (AVANTE-MG),Greyce Elias,AVANTE,MG,2023 - 2027,(61) 3215-5340,dep.greyceelias@camara.leg.br,15/12/1981,Patrocínio - MG,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/198197,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Helena Lima (MDB-RR),Helena Lima,MDB,RR,2023 - 2027,(61) 3215-5191,dep.helenalima@camara.leg.br,30/03/1976,Araguatins - TO,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220537,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Ivoneide Caetano (PT-BA),Ivoneide Caetano,PT,BA,2023 - 2027,(61) 3215-5224,dep.ivoneidecaetano@camara.leg.br,10/09/1972,Biritinga - BA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220696,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Iza Arruda (MDB-PE),Iza Arruda,MDB,PE,2023 - 2027,(61) 3215-5828,dep.izaarruda@camara.leg.br,06/09/1987,Vitória de Santo Antão - PE,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220670,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Jack Rocha (PT-ES),Jack Rocha,PT,ES,2023 - 2027,(61) 3215-5252,dep.jackrocha@camara.leg.br,26/08/1983,Colatina - ES,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220527,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Jandira Feghali (PCdoB-RJ),Jandira Feghali,PCdoB,RJ,2023 - 2027,(61) 3215-5622,dep.jandirafeghali@camara.leg.br,17/05/1957,Curitiba - PR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/74848,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Julia Zanatta (PL-SC),Julia Zanatta,PL,SC,2023 - 2027,(61) 3215-5448,dep.juliazanatta@camara.leg.br,20/03/1985,Criciúma - SC,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220559,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Juliana Cardoso (PT-SP),Juliana Cardoso,PT,SP,2023 - 2027,(61) 3215-5411,dep.julianacardoso@camara.leg.br,22/10/1979,São Paulo - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220640,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Juliana Kolankiewicz (MDB-MT),"Juliana Kolankiewicz
                    

Não está em exercício",MDB,MT,3216 - 0000,(61) 3216-0000,,11/08/1979,Palmas - PR,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/228837,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Katia Dias (REPUBLICANOS-MG),"Katia Dias
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,27/02/1978,Juiz de Fora - MG,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/208297,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Laura Carneiro (PSD-RJ),Laura Carneiro,PSD,RJ,2023 - 2027,(61) 3215-5210,dep.lauracarneiro@camara.leg.br,01/05/1963,Rio de Janeiro - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/74856,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Leandre (PSD-PR),"Leandre
                    

Não está em exercício",PSD,PR,3216 - 0000,(61) 3216-0000,,20/12/1975,Pato Branco - PR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178832,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Lêda Borges (PSDB-GO),Lêda Borges,PSDB,GO,2023 - 2027,(61) 3215-5742,dep.ledaborges@camara.leg.br,02/11/1961,Conquista - MG,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220566,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Lenir de Assis (PT-PR),Lenir de Assis,PT,PR,2023 - 2027,(61) 3215-5232,dep.lenirdeassis@camara.leg.br,18/09/1969,Londrina - PR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/231911,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Lídice da Mata (PSB-BA),Lídice da Mata,PSB,BA,2023 - 2027,(61) 3215-5913,dep.lidicedamata@camara.leg.br,12/03/1956,Cachoeira - BA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/139285,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Loreny (SOLIDARIEDADE-SP),"Loreny
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,11/07/1991,Taubaté - SP,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/171139,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=3,2025-12-07 15:59:26,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Lucyana Genésio (PDT-MA),"Lucyana Genésio
                    

Não está em exercício",PDT,MA,3216 - 0000,(61) 3216-0000,,08/10/1979,São Luís - MA,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/229082,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Luisa Canziani (PSD-PR),Luisa Canziani,PSD,PR,2023 - 2027,(61) 3215-5842,dep.luisacanziani@camara.leg.br,11/04/1996,Londrina - PR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204410,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Luiza Erundina (PSOL-SP),Luiza Erundina,PSOL,SP,2023 - 2027,(61) 3215-5620,dep.luizaerundina@camara.leg.br,30/11/1934,Uiraúna - PB,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/74784,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Luizianne Lins (PT-CE),Luizianne Lins,PT,CE,2023 - 2027,(61) 3215-5713,dep.luiziannelins@camara.leg.br,18/11/1968,Fortaleza - CE,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178866,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Magda Mofatto (PRD-GO),Magda Mofatto,PRD,GO,2023 - 2027,(61) 3215-5934,dep.magdamofatto@camara.leg.br,26/10/1948,Limeira - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/166402,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Maria Arraes (SOLIDARIEDADE-PE),,,,,,,,,,,,,https://www.camara.leg.br/deputados/220668,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Maria do Rosário (PT-RS),Maria do Rosário,PT,RS,2023 - 2027,(61) 3215-5312,dep.mariadorosario@camara.leg.br,22/11/1966,Veranópolis - RS,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/74398,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Maria Rosas (REPUBLICANOS-SP),Maria Rosas,,,2023 - 2027,(61) 3215-5436,dep.mariarosas@camara.leg.br,01/10/1965,Angra dos Reis - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204540,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Mariana Carvalho (REPUBLICANOS-MA),"Mariana Carvalho
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,02/07/1994,Imperatriz - MA,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/227275,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Marina Silva (REDE-SP),"Marina Silva
                    

Não está em exercício",REDE,SP,3216 - 0000,(61) 3216-0000,,08/02/1958,Rio Branco - AC,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220637,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Marussa Boldrin (MDB-GO),Marussa Boldrin,MDB,GO,2023 - 2027,(61) 3215-5875,dep.marussaboldrin@camara.leg.br,25/06/1990,Rio Verde - GO,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220572,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Meire Serafim (UNIAO-AC),Meire Serafim,,,2023 - 2027,(61) 3215-5202,dep.meireserafim@camara.leg.br,10/02/1975,Ji-Paraná - RO,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220591,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Missionária Michele Collins (PP-PE),"Missionária Michele Collins
                    

Não está em exercício",PP,PE,3216 - 0000,(61) 3216-0000,,17/10/1977,Belo Horizonte - MG,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/229225,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Natália Bonavides (PT-RN),Natália Bonavides,PT,RN,2023 - 2027,(61) 3215-5748,dep.nataliabonavides@camara.leg.br,15/06/1988,Natal - RN,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204453,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Nely Aquino (PODE-MG),"Nely Aquino
                    

Não está em exercício",PODE,MG,2024 - 2034,(61) 3216-0000,,17/11/1972,São Sebastião do Maranhão - MG,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220622,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Priscila Costa (PL-CE),"Priscila Costa
                    

Não está em exercício",PL,CE,3216 - 0000,(61) 3216-0000,,12/09/1984,Fortaleza - CE,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/226075,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Professora Goreth (PDT-AP),"Professora Goreth
                    

Não está em exercício",PDT,AP,2024 - 2034,(61) 3216-0000,,09/09/1963,Macapá - AP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220580,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Professora Luciene Cavalcante (PSOL-SP),Professora Luciene Cavalcante,PSOL,SP,2023 - 2027,(61) 3215-5617,dep.professoralucienecavalcante@camara.leg.br,21/12/1979,São Paulo - SP,Professora,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/221338,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Professora Marcivania (PCdoB-AP),Professora Marcivania,PCdoB,AP,2023 - 2027,(61) 3215-5530,dep.professoramarcivania@camara.leg.br,21/06/1973,Macapá - AP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/160641,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Reginete Bispo (PT-RS),"Reginete Bispo
                    

Não está em exercício",PT,RS,3216 - 0000,(61) 3216-0000,,23/01/1963,Marau - RS,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/221378,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Renata Abreu (PODE-SP),Renata Abreu,PODE,SP,2023 - 2027,(61) 3215-5717,dep.renataabreu@camara.leg.br,15/04/1982,São Paulo - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178989,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Renilce Nicodemos (MDB-PA),Renilce Nicodemos,MDB,PA,2023 - 2027,(61) 3215-5822,dep.renilcenicodemos@camara.leg.br,08/12/1976,Marapanim - PA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/153423,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Roberta Roma (PL-BA),Roberta Roma,PL,BA,2023 - 2027,(61) 3215-5670,dep.robertaroma@camara.leg.br,11/05/1980,Salvador - BA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220693,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Rogéria Santos (REPUBLICANOS-BA),Rogéria Santos,,,2023 - 2027,(61) 3215-5338,dep.rogeriasantos@camara.leg.br,19/08/1966,Rio de Janeiro - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220695,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Rosana Valle (PL-SP),Rosana Valle,PL,SP,2023 - 2027,(61) 3215-5529,dep.rosanavalle@camara.leg.br,08/05/1969,Santos - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204525,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=4,2025-12-07 15:59:28,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
